incluido;id_contrato;referencia;dependencia;proveedor;categorias;valor_contrato;tipo_inferido;estado;fecha_aprobacion;valor_resultante;dias_extendidos;proposito_texto
SI;CO1.PCCNTR.8850155;4143.010.26.1.0579.2026;Cali · Educación;UNION TEMPORAL NUTRIENDO CALI 2026;Alimentación y catering;37795283401;Otra;Rechazado por el Proveedor;2026-01-28;37798620013;0;"Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1.0579.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850155;4143.010.26.1.0579.2026;Cali · Educación;UNION TEMPORAL NUTRIENDO CALI 2026;Alimentación y catering;37795283401;Otra;Rechazado por el Proveedor;2026-01-30;37798625374;0;"Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0579.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850155;4143.010.26.1.0579.2026;Cali · Educación;UNION TEMPORAL NUTRIENDO CALI 2026;Alimentación y catering;37795283401;Otra;Publicado;2026-01-30;37798625374;0;"Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0579.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850155;4143.010.26.1.0579.2026;Cali · Educación;UNION TEMPORAL NUTRIENDO CALI 2026;Alimentación y catering;37795283401;Otra;Publicado;2026-03-31;37795283401;0;"se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1.0579.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850155;4143.010.26.1.0579.2026;Cali · Educación;UNION TEMPORAL NUTRIENDO CALI 2026;Alimentación y catering;37795283401;Aclaración o corrección;Publicado;2026-05-28;37795283401;0;ACLARAR que el valor en que se reduce el contrato de prestación de servicios No. 4143.010.26.1.0579.2026 corresponde a la suma de TRES MILLONES TRESCIENTOS CUARENTA Y UN MIL NOVECIENTOS SETENTA Y TRES PESOS CON DOS CENTAVOS ($ 3.341.97302) por lo tanto el valor del contrato es de TREINTA Y SIETE MIL SETECIENTOS NOVENTA Y CINCO MILLONES DOSCIENTOS OCHENTA Y TRES MIL CUATROCIENTOS UN PESOS CON NOVENTA Y TRES CENTAVOS M/CTE ($37.795.283.40193)
SI;CO1.PCCNTR.8850155;4143.010.26.1.0579.2026;Cali · Educación;UNION TEMPORAL NUTRIENDO CALI 2026;Alimentación y catering;37795283401;Otra;Rechazado por el Proveedor;2026-08-26;37795283401;0;MODIFICAR el Contrato de Prestación de Servicios No. 4143.010.26.1.0579.2026 con el fin de incorporar la MODALIDAD DE CANASTA PAE EN CASA garantizando así su ejecución inmediata continua y adecuada y evitando posibles afectaciones graves en la prestación del servicio. De igual manera se deberán adelantar las acciones administrativas financieras y contractuales que sean necesarias para garantizar la continuidad y adecuada atención de los estudiantes beneficiarios del Programa de Alimentación Escolar (PAE).
SI;CO1.PCCNTR.8850155;4143.010.26.1.0579.2026;Cali · Educación;UNION TEMPORAL NUTRIENDO CALI 2026;Alimentación y catering;37795283401;Otra;Publicado;2026-08-28;37795283401;0;MODIFICAR el Contrato de Prestación de Servicios No. 4143.010.26.1.0579.2026 con el fin de incorporar la MODALIDAD DE CANASTA PAE EN CASA garantizando así su ejecución inmediata continua y adecuada y evitando posibles afectaciones graves en la prestación del servicio. De igual manera se deberán adelantar las acciones administrativas financieras y contractuales que sean necesarias para garantizar la continuidad y adecuada atención de los estudiantes beneficiarios del Programa de Alimentación Escolar (PAE).
SI;CO1.PCCNTR.8850314;4143.010.26.1. 0576.2026;Cali · Educación;ORGANIZACION EMPRESARIAL NRC S.A;Alimentación y catering;37208427317;Otra;Rechazado por el Proveedor;2026-01-28;37229441834;0;"Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0576.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850314;4143.010.26.1. 0576.2026;Cali · Educación;ORGANIZACION EMPRESARIAL NRC S.A;Alimentación y catering;37208427317;Otra;Publicado;2026-01-30;37229445788;0;"Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0576.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850314;4143.010.26.1. 0576.2026;Cali · Educación;ORGANIZACION EMPRESARIAL NRC S.A;Alimentación y catering;37208427317;Otra;Rechazado por el Proveedor;2026-01-30;37229445788;0;"22. Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0576.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850314;4143.010.26.1. 0576.2026;Cali · Educación;ORGANIZACION EMPRESARIAL NRC S.A;Alimentación y catering;37208427317;Otra;Publicado;2026-03-31;37208427317;0;"se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1.0576.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850314;4143.010.26.1. 0576.2026;Cali · Educación;ORGANIZACION EMPRESARIAL NRC S.A;Alimentación y catering;37208427317;Aclaración o corrección;Publicado;2026-05-28;37208427317;0;ACLARAR que el valor en que se reduce el contrato de prestación de servicios No. 4143.010.26.1.0576.2026 corresponde a la suma de VEINTIÚN MILLONES DIECIOCHO MIL CUATROCIENTOS SETENTA PESOS CON NOVENTA Y NUEVE CENTAVOS ($ 21.018.47099) por lo tanto el valor del contrato es de TREINTA Y SIETE MIL DOSCIENTOS OCHO MILLONES CUATROCIENTOS VEINTISIETE MIL TRESCIENTOS DIECISIETE PESOS CON SETENTA Y UN CENTAVOS M/CTE ($37.208.427.31771
SI;CO1.PCCNTR.8850314;4143.010.26.1. 0576.2026;Cali · Educación;ORGANIZACION EMPRESARIAL NRC S.A;Alimentación y catering;37208427317;Otra;Publicado;2026-08-26;37208427317;0;MODIFICAR el Contrato de Prestación de Servicios No. 4143.010.26.1.0576.2026 con el fin de incorporar la MODALIDAD DE CANASTA PAE EN CASA garantizando así su ejecución inmediata continua y adecuada y evitando posibles afectaciones graves en la prestación del servicio. De igual manera se deberán adelantar las acciones administrativas financieras y contractuales que sean necesarias para garantizar la continuidad y adecuada atención de los estudiantes beneficiarios del Programa de Alimentación Escolar (PAE).
SI;CO1.PCCNTR.8849869;4143.010.26.1.0577.2026;Cali · Educación;Fundacion Prodesarrollo Comunitario Accion por Colombia;Alimentación y catering;36837759134;Otra;Rechazado por el Proveedor;2026-01-28;36827169107;0;"Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0577.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes:"
SI;CO1.PCCNTR.8849869;4143.010.26.1.0577.2026;Cali · Educación;Fundacion Prodesarrollo Comunitario Accion por Colombia;Alimentación y catering;36837759134;Otra;Publicado;2026-01-30;36827174097;0;"Que en virtud de lo anterior se solicita a la Secretaria de Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0577.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8849869;4143.010.26.1.0577.2026;Cali · Educación;Fundacion Prodesarrollo Comunitario Accion por Colombia;Alimentación y catering;36837759134;Otra;Publicado;2026-03-31;36837759134;0;"Que en virtud de lo anterior se solicita a la Secretaria de Educación Distrital suscribir la modificación No.2 del contrato No. 4143.010.26.1.0577.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8849869;4143.010.26.1.0577.2026;Cali · Educación;Fundacion Prodesarrollo Comunitario Accion por Colombia;Alimentación y catering;36837759134;Otra;Publicado;2026-08-26;36837759134;0;MODIFICAR el Contrato de Prestación de Servicios No. 4143.010.26.1.0577.2026 con el fin de incorporar la MODALIDAD DE CANASTA PAE EN CASA garantizando así su ejecución inmediata continua y adecuada y evitando posibles afectaciones graves en la prestación del servicio. De igual manera se deberán adelantar las acciones administrativas financieras y contractuales que sean necesarias para garantizar la continuidad y adecuada atención de los estudiantes beneficiarios del Programa de Alimentación Escolar (PAE).
SI;CO1.PCCNTR.8850153;4143.010.26.1.0578.2026;Cali · Educación;(CON) ALIMENTANDO CALI 2026;Alimentación y catering;34683577839;Otra;Rechazado por el Proveedor;2026-01-28;34676428731;0;"Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0578.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850153;4143.010.26.1.0578.2026;Cali · Educación;(CON) ALIMENTANDO CALI 2026;Alimentación y catering;34683577839;Otra;Publicado;2026-01-30;34676434480;0;"Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0578.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850153;4143.010.26.1.0578.2026;Cali · Educación;(CON) ALIMENTANDO CALI 2026;Alimentación y catering;34683577839;Otra;Cancelado;2026-01-30;34676434480;0;"Que en virtud de lo anterior se solicita a la Secretaria De Educación Distrital suscribir la modificación del contrato No. 4143.010.26.1. 0578.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850153;4143.010.26.1.0578.2026;Cali · Educación;(CON) ALIMENTANDO CALI 2026;Alimentación y catering;34683577839;Otra;Publicado;2026-03-31;34683577839;0;"se solicita a la Secretaria De Educación Distrital suscribir la modificación No2 del contrato No. 4143.010.26.1.0578.2026 con el fin de asegurar su inmediato continuo y adecuado desarrollo y evitar la afectación grave en la ejecución del mismo; de igual manera a que se realicen las acciones administrativas financieras y contractuales para garantizar la atención de los estudiantes"
SI;CO1.PCCNTR.8850153;4143.010.26.1.0578.2026;Cali · Educación;(CON) ALIMENTANDO CALI 2026;Alimentación y catering;34683577839;Otra;Publicado;2026-08-26;34683577839;0;MODIFICAR el Contrato de Prestación de Servicios No. 4143.010.26.1. 0578.2026 con el fin de incorporar la MODALIDAD DE CANASTA PAE EN CASA garantizando así su ejecución inmediata continua y adecuada y evitando posibles afectaciones graves en la prestación del servicio. De igual manera se deberán adelantar las acciones administrativas financieras y contractuales que sean necesarias para garantizar la continuidad y adecuada atención de los estudiantes beneficiarios del Programa de Alimentación Escolar (PAE).
SI;CO1.PCCNTR.9683605;4148.010.27.1.0016-2026;Cali · Cultura;Corporación de Eventos, Ferias y Espectáculos de Cali;Logística y eventos;20644713015;Otra;Publicado;2026-08-14;20644713015;0;Se modifica cláusula segunda - Alcance del Objeto del Convenio Interadministrativo como consecuencia del sismo de magnitud 74 del pasado 10 de agosto de 2026
SI;CO1.PCCNTR.9494410;4161.010.26.1.848.2026;Cali · Seguridad y Justicia;UT ALIMENTACION INTEGRAL CALI 2026;Alimentación y catering;11850000000;Adición en valor+Prórroga de plazo;Publicado;2026-06-19;11850000000;11;La presente justificación de adición en valor y prórroga en plazo del contrato se fundamenta en la necesidad de garantizar la prestación continua del servicio de alimentación a la población privada de la libertad toda vez que la demanda real del servicio requiere recursos y tiempo adicionales para asegurar el cumplimiento integral del objeto contractual.
SI;CO1.PCCNTR.9494410;4161.010.26.1.848.2026;Cali · Seguridad y Justicia;UT ALIMENTACION INTEGRAL CALI 2026;Alimentación y catering;11850000000;Ajuste presupuestal;Publicado;2026-06-22;11850000000;11;En atención a que la modificación suscrita y aprobada el pasado 19 de junio no incorporó dentro de la información presupuestal el Certificado de Disponibilidad Presupuestal (CDP) en la plataforma SECOP II que respalda financieramente dicha actuación se considera pertinente realizar el presente ajuste con el propósito de garantizar la coherencia integridad y trazabilidad de los documentos que conforman el proceso.
SI;CO1.PCCNTR.9227904;4173.010.26.1.0289-2026;Cali · Desarrollo Territorial;INNOVATECH E.I.C.E.;Alimentación y catering|Logística y eventos;8370078460;Otra;Publicado;2026-02-19;5580141970;0;ver documentos anexos
SI;CO1.PCCNTR.9227904;4173.010.26.1.0289-2026;Cali · Desarrollo Territorial;INNOVATECH E.I.C.E.;Alimentación y catering|Logística y eventos;8370078460;Adición en valor;Publicado;2026-03-05;5780141970;0;Que el supervisor del Contrato Interadministrativo No. 4173.010.26.1.0289-2026 en ejercicio de las funciones de seguimiento técnico administrativo y financiero y una vez analizada la comunicación radicada bajo No. 202641610100008184 remitida por la Secretaría de Seguridad y Justicia solicita formalmente la adición del contrato por valor de DOSCIENTOS MILLONES DE PESOS ( $ 200.000.000) Certificado de Disponibilidad Presupuestal No. 3500261958 del 02/03/2026 al evidenciar que el incremento del pie de fuerza dispuesto por la Policía Metropolitana de Santiago de Cali genera una mayor necesidad en el componente de suministro de alimentación circunstancia sobreviniente que impacta directamente la ejecución del objeto contractual y hace indispensable su ajuste para garantizar la adecuada prestación del apoyo logístico durante la jornada electoral.
SI;CO1.PCCNTR.9227904;4173.010.26.1.0289-2026;Cali · Desarrollo Territorial;INNOVATECH E.I.C.E.;Alimentación y catering|Logística y eventos;8370078460;Aclaración o corrección;Cancelado;2026-03-07;5780141970;0;ACLARAR y precisar las condiciones de ejecución del ITEM 162
SI;CO1.PCCNTR.9227904;4173.010.26.1.0289-2026;Cali · Desarrollo Territorial;INNOVATECH E.I.C.E.;Alimentación y catering|Logística y eventos;8370078460;Aclaración o corrección;Rechazado por el Proveedor;2026-03-13;5780141970;0;SE REALIZA ACLARACION TECNICA DEL CONTRATO EN EL ITEM 162
SI;CO1.PCCNTR.9227904;4173.010.26.1.0289-2026;Cali · Desarrollo Territorial;INNOVATECH E.I.C.E.;Alimentación y catering|Logística y eventos;8370078460;Aclaración o corrección;Rechazado por el Proveedor;2026-03-20;5780141970;0;SE REALIZA ACLARACION TECNICA DEL CONTRATO EN EL ITEMS 162
SI;CO1.PCCNTR.9227904;4173.010.26.1.0289-2026;Cali · Desarrollo Territorial;INNOVATECH E.I.C.E.;Alimentación y catering|Logística y eventos;8370078460;Adición en valor;Publicado;2026-05-28;8370078460;0;Que la necesidad de adición presupuestal encuentra sustento en la continuidad y adecuada prestación del servicio público esencial asociado al apoyo logístico electoral teniendo en cuenta la naturaleza dinámica y operativa del proceso electoral los requerimientos sobrevinientes formulados por la Registraduría Nacional del Estado Civil y la necesidad de garantizar condiciones técnicas y logísticas suficientes para el desarrollo de las jornadas electorales
SI;CO1.PCCNTR.9678479;4162.010.26.1.2090-2026;Cali · Deporte y Recreación;LIVATRI;Logística y eventos;5503283933;Otra;Publicado;2026-08-11;5503283933;0;Mediante MODIFICATORIO 1 se ajusta la cláusula de garantías y el nombre del contratista en el complemento al convenio de asociación (Ver anexos).
SI;CO1.PCCNTR.9306293;4162.010.26.1.1278-2026;Cali · Deporte y Recreación;INNOVATECH E.I.C.E.;Logística y eventos;3899200000;Aclaración o corrección;Cancelado;2026-03-20;3899200000;0;La modificación y aclaración responde a la necesidad de armonizar la planeación contractual con las condiciones reales de ejecución de los eventos garantizando: la correcta implementación del componente logístico la adecuada utilización de los recursos públicos la coherencia entre las necesidades operativas y los bienes o servicios contratados
SI;CO1.PCCNTR.9306293;4162.010.26.1.1278-2026;Cali · Deporte y Recreación;INNOVATECH E.I.C.E.;Logística y eventos;3899200000;Aclaración o corrección;Publicado;2026-03-21;3899200000;0;La modificación y aclaración responde a la necesidad de armonizar la planeación contractual con las condiciones reales de ejecución de los eventos garantizando: la correcta implementación del componente logístico la adecuada utilización de los recursos públicos la coherencia entre las necesidades operativas y los bienes o servicios contratados
SI;CO1.PCCNTR.9306293;4162.010.26.1.1278-2026;Cali · Deporte y Recreación;INNOVATECH E.I.C.E.;Logística y eventos;3899200000;Aclaración o corrección;Rechazado por el Proveedor;2026-07-30;3899200000;0;Se realiza la aclaración y modificación del contrato interadministrativo número 4162.010.26.1.1278-2026 frente a errores de transcripción y digitación en la minuta contractual especificando la naturaleza del contrato interadministrativo.
SI;CO1.PCCNTR.9306293;4162.010.26.1.1278-2026;Cali · Deporte y Recreación;INNOVATECH E.I.C.E.;Logística y eventos;3899200000;Aclaración o corrección;Publicado;2026-07-31;3899200000;0;Se realiza la aclaración y modificación del Contrato Interadministrativo No. 4162.010.26.1.1278-2026 con el fin de corregir errores de transcripción y digitación contenidos en la minuta contractual precisando la naturaleza jurídica del contrato interadministrativo.
SI;CO1.PCCNTR.9714423;4173.010.26.1.0835-2026;Cali · Desarrollo Territorial;Corporación de Eventos, Ferias y Espectáculos de Cali;Alimentación y catering|Logística y eventos;3670664544;Adición en valor;Rechazado por el Proveedor;2026-08-06;3670664544;0;Que durante la ejecución contractual la supervisión evidenció la necesidad de fortalecer la capacidad operativa y financiera del contrato para atender nuevas actividades de apoyo logístico vinculadas al mismo objeto contractual razón por la cual elaboró la correspondiente justificación técnica financiera y jurídica de la adición concluyendo que esta resulta necesaria para garantizar el cumplimiento integral de los fines públicos perseguidos por la contratación y asegurar la continuidad de las intervenciones territoriales programadas
SI;CO1.PCCNTR.9714423;4173.010.26.1.0835-2026;Cali · Desarrollo Territorial;Corporación de Eventos, Ferias y Espectáculos de Cali;Alimentación y catering|Logística y eventos;3670664544;Adición en valor;Publicado;2026-08-12;3670664544;0;Que durante la ejecución contractual la supervisión evidenció la necesidad de fortalecer la capacidad operativa y financiera del contrato para atender nuevas actividades de apoyo logístico vinculadas al mismo objeto contractual razón por la cual elaboró la correspondiente justificación técnica financiera y jurídica de la adición concluyendo que esta resulta necesaria para garantizar el cumplimiento integral de los fines públicos perseguidos por la contratación y asegurar la continuidad de las intervenciones territoriales programadas
SI;CO1.PCCNTR.9228582;4148.010.26.1.0561-2026;Cali · Cultura;Fondo Mixto de Cultura y las Artes del Valle del Cauca;Logística y eventos;3474812000;Sin descripción;Cancelado;2026-03-10;3474812000;0;No definido
SI;CO1.PCCNTR.9228582;4148.010.26.1.0561-2026;Cali · Cultura;Fondo Mixto de Cultura y las Artes del Valle del Cauca;Logística y eventos;3474812000;Aclaración o corrección;Rechazado por el Proveedor;2026-03-11;3474812000;0;De acuerdo con la solicitud del supervisor del contrato se requiere aclarar la cláusula tercera VALOR Y FORMA DE DESEMBOLSO en particular en lo concerniente a la naturaleza del contrato y a los soportes exigidos para la presentación y trámite de la cuenta de cobro
SI;CO1.PCCNTR.9228582;4148.010.26.1.0561-2026;Cali · Cultura;Fondo Mixto de Cultura y las Artes del Valle del Cauca;Logística y eventos;3474812000;Aclaración o corrección;Publicado;2026-03-13;3474812000;0;De acuerdo con la solicitud del supervisor del contrato se requiere aclarar la cláusula tercera VALOR Y FORMA DE DESEMBOLSO en particular en lo concerniente a la naturaleza del contrato y a los soportes exigidos para la presentación y trámite de la cuenta de cobro
SI;CO1.PCCNTR.9228582;4148.010.26.1.0561-2026;Cali · Cultura;Fondo Mixto de Cultura y las Artes del Valle del Cauca;Logística y eventos;3474812000;Otra;Publicado;2026-06-19;3474812000;0;Se hace necesario suscribir modificatorio
SI;CO1.PCCNTR.9605762;4146.010.26.1.1250.2026;Cali · Bienestar Social;Fondo Mixto de Cultura y las Artes del Valle del Cauca;Logística y eventos;3300000000;Otra;Publicado;2026-07-16;3300000000;0;Ver documento adjunto.
SI;CO1.PCCNTR.9394556;4148.010.27.1.0002-2026;Cali · Cultura;COTELVALLE;Alimentación y catering|Logística y eventos|Transporte y viajes;3273239001;Otra;Publicado;2026-05-15;3273239001;0;En atención a solicitud del supervisor se modifica convenio
SI;CO1.PCCNTR.9344397;4131.010.26.1.0725-2026;Cali · Hacienda;E S M LOGISTICA SAS;Mensajería y correo;3000000000;Adición en valor;Publicado;2026-07-03;3000000000;0;SE ADCIONA VALOR DEL CONTRATO POR MUTUO ACUERDO ENTRE LAS PARTES (VER ANEXOS)
SI;CO1.PCCNTR.9344397;4131.010.26.1.0725-2026;Cali · Hacienda;E S M LOGISTICA SAS;Mensajería y correo;3000000000;Otra;Publicado;2026-07-09;3000000000;0;SE CARGA DOCUMENTO COMPLETO DE MODIFICACIÓN No. 1 TODA VEZ QUE EL ANEXO SE ENCONTRABA CON EL PDF INCOMPLETO POR ERROR INVOLUNTARIO AL CARGARLO
SI;CO1.PCCNTR.9598258;4146.010.27.1.012.2026;Cali · Bienestar Social;Corporación de Eventos, Ferias y Espectáculos de Cali;Logística y eventos;2847604714;Otra;Publicado;2026-08-01;2847604714;0;La poliza de Responsabilidad Civil Extracontractual en la plataforma SECOPII no permitio modificar los 200 SMLMV no obstante el documento de modificacion contempla la variacion de 200 a 300 SMLMV que debera ser tenida en cuenta por el asociado a efectos de corregir la cobertura de la garantia.
SI;CO1.PCCNTR.9518524;4161.010.26.1.871.2026;Cali · Seguridad y Justicia;UNION TEMPORAL LOGISTICA ALIMENTARIA INTEGRAL;Alimentación y catering|Logística y eventos;2470000000;Sin descripción;En Edición;;2470000000;0;No definido
SI;CO1.PCCNTR.9518524;4161.010.26.1.871.2026;Cali · Seguridad y Justicia;UNION TEMPORAL LOGISTICA ALIMENTARIA INTEGRAL;Alimentación y catering|Logística y eventos;2470000000;Otra;Publicado;2026-07-30;2470000000;0;Modificación contractual suscrita por petición expresa y fundamentada de la Supervisión del Contrato conforme al informe técnico y de conveniencia que forma parte integral del expediente
SI;CO1.PCCNTR.9375961;4131.010.26.1.0724-2026;Cali · Hacienda;Fundación Recurso Humano Positivo;Alimentación y catering|Logística y eventos;2450000000;Otra;Publicado;2026-04-30;2450000000;0;POR MUTUO ACUERDO SE REALIZA MODIFICACION AL TARIFARIO EN EL ITEM 275. VER ANEXOS.
SI;CO1.PCCNTR.9266584;4152.010.26.1.746-2026;Cali · Movilidad;RECREAVALLE;Logística y eventos;1880000000;Aclaración o corrección;Publicado;2026-04-14;1880000000;0;MEDIANTE DOCUMENTO ACLARATORIO ADJUNTO SE MODIFICA EL COMPLEMENTO AL CONTRATO INTERADMINISTRATIVO
SI;CO1.PCCNTR.9268342;4148.010.26.1.0562-2026;Cali · Cultura;Fondo Mixto de Cultura y las Artes del Valle del Cauca;Logística y eventos;1844415625;Aclaración o corrección;Publicado;2026-03-27;1844415625;0;Se modifica las obligaciones y se realiza demas aclaraciones
SI;CO1.PCCNTR.9268342;4148.010.26.1.0562-2026;Cali · Cultura;Fondo Mixto de Cultura y las Artes del Valle del Cauca;Logística y eventos;1844415625;Otra;Cancelado;2026-06-05;1844415625;0;Se realiza redistribúción de algunas de las actividades contenidas en la cláusula cuarta
SI;CO1.PCCNTR.9268342;4148.010.26.1.0562-2026;Cali · Cultura;Fondo Mixto de Cultura y las Artes del Valle del Cauca;Logística y eventos;1844415625;Otra;Publicado;2026-06-05;1844415625;0;Se realiza redistribúción de algunas actividades de la cláusula cuarta
SI;CO1.PCCNTR.9443123;4146.010.26.1.1104.2026;Cali · Bienestar Social;INTERNATIONAL ESD FOUNDATION;Alimentación y catering;1746224599;Otra;Publicado;2026-05-26;1746224599;0;MODIFICAR el Contrato de Suministro No. 4146.010.26.1.1104.2026 en su CLÁUSULA SEGUNDA numeral tercero (3)
NO;CO1.PCCNTR.9233408;1.310.19.18-5921 de 2026;Valle · Desarrollo Económico;EMPRESA DE RECURSOS TECNOLÓGICOS S.A-E.S.P.;Logística y eventos;1698000000;Aclaración o corrección;Publicado;2026-04-11;1500000000;0;Se aclaran documentos del contrato con el objetivo de expresar de manera uniforme y homogénea el detalle de las actividades que corresponden al desarrollo del objeto contractual.
NO;CO1.PCCNTR.9233408;1.310.19.18-5921 de 2026;Valle · Desarrollo Económico;EMPRESA DE RECURSOS TECNOLÓGICOS S.A-E.S.P.;Logística y eventos;1698000000;Adición en valor+Prórroga de plazo;Publicado;2026-05-08;1698000000;31;Se modifica adiciona y prorroga el contrato de conformidad con el otrosí adjunto.
SI;CO1.PCCNTR.9501608;4162.010.27.1.0003-2026;Cali · Deporte y Recreación;CRP;Logística y eventos;1692065090;Aclaración o corrección;Publicado;2026-05-28;1692065090;0;Por medio del cual se corrige el número del convenio y se ajusta internamente el presupuesto detallado de la propuesta económica de conformidad con las variaciones presentadas en el número real de inscritos por cada disciplina deportiva.
SI;CO1.PCCNTR.9278135;4134.010.26.1.0261-2026;Cali · DATIC;CORFERIAS INVERSIONES SAS;Logística y eventos|Transporte y viajes;1419710000;Otra;Publicado;2026-08-28;1419710000;0;Se realiza la presente modificación teniendo en cuenta el rol de Cali como ciudad anfitriona se ha identificado la necesidad de complementar el alcance del contrato suscrito con Corferias para fortalecer las acciones de activación apropiación y visibilización de la estrategia Cali Ciudad Inteligente.
SI;CO1.PCCNTR.9188973;1.370.19.13-5893;Valle · Turismo;CALI-VALLE DEL CAUCA CONVENTION AND VISITORS BUREAU;Logística y eventos|Transporte y viajes;1400000000;Otra;Publicado;2026-02-12;1000000000;0;MODIFICACION DEL VALOR DEL ITEM 327 DEL TARIFARIO QUE HACE PARTE DE LAS ACTIVIDADES ESPECIFICAS DEL CONTRATISTA
SI;CO1.PCCNTR.9188973;1.370.19.13-5893;Valle · Turismo;CALI-VALLE DEL CAUCA CONVENTION AND VISITORS BUREAU;Logística y eventos|Transporte y viajes;1400000000;Otra;Publicado;2026-05-22;1275000000;0;Otrosí No. 02 modificatorio de la CLAUSULA SEXTA. APROPIACIÓN PRESUPUESTAL y CLÁUSULA SÉPTIMA VALOR Y FORMA DE PAGO con el fin de ampliar la cobertura de participación institucional en eventos de alto impacto económico y turístico.
