incluido;revision;motivo_revision;grupo;id_contrato;referencia;categorias;territorio;dependencia;entidad;proveedor;tipo_doc_prov;valor_inicial;adicion_cuantificada;pct_adicion_sobre_inicial;fuente_adicion;valor_contrato;valor_pagado;fecha_firma;fecha_inicio;fecha_fin;modalidad;tipo_contrato;unspsc;n_modif_registradas;n_modif_publicadas;dias_extendidos_total;objeto;url_proceso
NO;Descartado en revisión manual;"Fortalecimiento empresarial de emprendedores; sin componente logístico";A;CO1.PCCNTR.9516202;4171.010.27.1.008-2026;Logística y eventos;Cali;Desarrollo Económico;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO ECONOMICO;Asociacion Hábitat Humano;NIT;;;;;2135547799;0;2026-05-19;2026-06-01;2026-11-30;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.80141900;0;0;0;"Aunar esfuerzos técnicos; administrativos; financieros y humanos para el fortalecimiento de las capacidades empresariales; comerciales y productivas de emprendedores; microempresarios y micronegocios de las Comunas 14; 15; Corregimiento de Navarro y la Castilla de Santiago de Cali en la vigencia 2026";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10165888&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9765920;4146.010.26.1.2378.2026;Logística y eventos;Cali;Bienestar Social;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL;Quack de Colombia SAS;NIT;;;;;1904285907;0;2026-08-13;2026-08-18;2026-12-15;Licitación pública;Prestación de servicios;V1.39112500;0;0;0;"PRESTAR EL SERVICIO DE APOYO LOGÍSTICO; DISEÑO E IMPRESION DE MATERIALES Y ENTREGA ELEMENTOS NECESARIOS PARA EL CUMPLIMIENTO Y FORTALECIMIENTO DE LAS ACTIVIDADES MISIONALES A CARGO DE LA SECRETARIA DE BIENESTAR SOCIAL EN EL MARCO DE LOS PROYECTOS DE INVERSION A SU CARGO EN EL MARCO DE LAS FICHAS BP-26005422 BP26005419 BP26005415 BP-26005434 Y BP-26005921";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10384772&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;Servicios 'artísticos, técnicos, profesionales y LOGÍSTICOS' para producción de intervenciones culturales;A;CO1.PCCNTR.9266584;4152.010.26.1.746-2026;Logística y eventos;Cali;Movilidad;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD;RECREAVALLE;NIT;;;;;1880000000;0;2026-01-30;2026-02-12;2026-07-31;Contratación directa;Otro;V1.80141607;1;1;0;"Contratar los servicios artísticos; técnicos; profesionales y logísticos para el diseño; producción y ejecución de intervenciones culturales; orientadas a la sensibilización ciudadana y a la promoción de comportamientos seguros en la movilidad y la convivencia vial; que contribuyan a la transformación de hábitos viales; la reducción de la siniestralidad y el fomento de la movilidad activa en el Distrito Especial de Santiago de Cali";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9898659&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"Fortalecimiento empresarial de emprendedores; sin componente logístico";A;CO1.PCCNTR.9513636;4171.010.27.1.005-2026;Logística y eventos;Cali;Desarrollo Económico;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO ECONOMICO;SEMILLA PAIS;NIT;;;;;1856587033;0;2026-05-19;2026-06-01;2026-11-30;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.80141900;0;0;0;"Aunar esfuerzos técnicos; administrativos; financieros y humanos para fortalecer las capacidades empresariales y productivas de emprendedores; microempresarios y micronegocios ubicados en las comunas 4; 5 y el corregimiento de Montebello de Santiago de Cali";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10165700&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;'Producción técnica, LOGÍSTICA de actividades culturales' y eventos de ciudad;A;CO1.PCCNTR.9268342;4148.010.26.1.0562-2026;Logística y eventos;Cali;Cultura;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE CULTURA;Fondo Mixto de Cultura y las Artes del Valle del Cauca;NIT;;;;;1844415625;0;2026-01-30;2026-02-10;2026-09-30;Contratación directa;Otro;V1.80141607;3;2;0;"LA SECRETARÍA DE CULTURA REQUIERE CONTRATAR LA PRESTACIÓN DE SERVICIOS PARA REALIZAR LA PRODUCCIÓN TÉCNICA; LOGÍSTICA DE ACTIVIDADES CULTURALES Y ARTÍSTICAS ORIENTADAS AL FORTALECIMIENTO DEL SECTOR ESCÉNICO Y LA PROYECCIÓN DE EVENTOS DE ALTO IMPACTO Y DE CIUDAD EN EL DISTRITO DE SANTIAGO DE CALI; ESTO COMPRENDE LA REALIZACIÓN DEL XI FESTIVAL INTERNACIONAL DE TEATRO DE CALI - FITCALI 2026 Y LAS ACCIONES ASOCIADAS A LA RUTA HACIA LOS 30 ANOS DEL FESTIVAL DE MÚSICA DEL PACÍFICO PETRONIO ÁLVAREZ; EN";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9899984&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9226014;4137.010.26.1.183-2026;Logística y eventos;Cali;Desarrollo e Innovación Institucional;SANTIAGO DE CALI DISTRITO ESPECIAL -DEPARTAMENTO ADMINISTRATIVO DE DESARROLLO E INNOVACION INSTITUCIONAL;COMFENALCO VALLE DE LAGENTE;NIT;;;;;1834654909;0;2026-01-30;2026-02-06;2026-06-30;Contratación directa;Prestación de servicios;V1.90141500;0;0;0;"Prestar los servicios de apoyo a la gestión de logística para llevar a cabo la ejecución de las diferentes actividades que requiera realizar el Departamento Administrativo de Desarrollo e Innovación Institucional del Distrito Especial; Deportivo; Cultural; Turístico; Empresarial y de Servicios de Santiago de Cali";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9858517&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9443123;4146.010.26.1.1104.2026;Alimentación y catering;Cali;Bienestar Social;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL;INTERNATIONAL ESD FOUNDATION;NIT;;;;;1746224599;0;2026-04-10;2026-04-16;2026-12-31;Selección Abreviada de Menor Cuantía;Suministros;UNSPECIFIED;1;1;0;"SUMINISTRO DE BONOS CANJEABLES DE ALIMENTACIÓN TIPO A Y TIPO B; ASEO Y DOTACIÓN TIPO A Y TIPO B; PARA LA ASISTENCIA Y ATENCIÓN INMEDIATA INTEGRAL A LAS VÍCTIMAS DEL CONFLICTO ARMADO EN SANTIAGO DE CALI. BP26005436.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10114920&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"Asistencia técnica y formación a mipymes; UNSPSC de eventos mal asignado";A;CO1.PCCNTR.9233408;1.310.19.18-5921 de 2026;Logística y eventos;Valle;Desarrollo Económico;SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD;EMPRESA DE RECURSOS TECNOLÓGICOS S.A-E.S.P.;NIT;;;;;1698000000;0;2026-01-29;2026-01-30;2026-07-31;Contratación directa;Otro;V1.80141607;2;2;31;"PRESTAR SERVICIOS ESPECIALIZADOS DE ASISTENCIA TÉCNICA; FORMACIÓN Y ACOMPAÑAMIENTO INTEGRAL; ORIENTADOS A FORTALECER LAS CAPACIDADES DE INNOVACIÓN DE LAS MICRO; PEQUEÑAS Y MEDIANAS EMPRESAS (MIPYMES DEL VALLE DEL CAUCA)";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9865139&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;Ejecución integral de los Juegos Intercolegiados: evento deportivo masivo;A;CO1.PCCNTR.9501608;4162.010.27.1.0003-2026;Logística y eventos;Cali;Deporte y Recreación;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DEL DEPORTE Y LA RECREACIÓN;CRP;NIT;;;;;1692065090;0;2026-05-08;2026-05-11;2026-12-30;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.81141600;1;1;0;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; OPERATIVOS Y FINANCIEROS ENTRE EL DISTRITO DE SANTIAGO DE CALI - SECRETARÍA DEL DEPORTE Y LA RECREACIÓN Y EL ASOCIADO; PARA LA EJECUCIÓN INTEGRAL DE LOS JUEGOS INTERCOLEGIADOS EN EL DISTRITO DE SANTIAGO DE CALI.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10257707&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"Innovacion pedagogica y curricular; UNSPSC de eventos mal asignado";A;CO1.PCCNTR.9467028;4143.010.27.1.0003.2026;Logística y eventos;Cali;Educación;SECRETARIA DE EDUCACION DE CALI;CORPOEDUCACIÓN;NIT;;;;;1673147873;0;2026-04-23;2026-04-30;2026-11-27;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.80141902;0;0;0;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA EL FORTALECIMIENTO DE LOS PROCESOS DE INNOVACIÓN PEDAGÓGICOS Y CURRICULARES QUE CONTRIBUYAN AL DESARROLLO DE APRENDIZAJES ACORDE CON EL PROYECTO DE INVERSIÓN 26005487; VIGENCIA 2026.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10159402&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"Fortalecimiento empresarial de emprendedores; sin componente logístico";A;CO1.PCCNTR.9525486;4171.010.27.1.009-2026;Logística y eventos;Cali;Desarrollo Económico;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO ECONOMICO;UT FUNDESARROLLO;Otro;;;;;1617599546;0;2026-05-28;2026-06-10;2026-11-13;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.80141900;0;0;0;"Aunar esfuerzos técnicos; administrativos; financieros y humanos para fortalecer las capacidades empresariales y productivas de emprendedores; microempresarios y micronegocios ubicados en las comuna 9 y los corregimientos de Hormiguero; Pichindé y Leonera de Santiago De Cali";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10164207&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9514979;1.210.19.10-6064;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;PADEL AUDITORES SAS;NIT;;;;;1498457780;0;2026-05-15;2026-05-22;2027-01-31;Concurso de méritos abierto;Interventoría;V1.80101500;0;0;0;"REALIZAR LA INTERVENTORÍA TÉCNICA; ADMINISTRATIVA; FINANCIERA; CONTABLE; JURÍDICA; AMBIENTAL Y SOCIAL EN EL MARCO DEL PROYECTO DENOMINADO: IMPLEMENTACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) PARA LOS ESTABLECIMIENTOS EDUCATIVOS OFICIALES PARA MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10246748&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;'Participación en ferias y eventos turísticos' y 'captación de eventos';A;CO1.PCCNTR.9188973;1.370.19.13-5893;Logística y eventos|Transporte y viajes;Valle;Turismo;DEPARTAMENTO DEL VALLE DEL CAUCA - SECRETARIA DE TURISMO;CALI-VALLE DEL CAUCA CONVENTION AND VISITORS BUREAU;NIT;1000000000;400000000;40.0;Diferencia entre valores registrados en el dataset de modificaciones;1400000000;0;2026-01-27;2026-01-28;2026-08-31;Contratación directa;Prestación de servicios;V1.90101600;5;5;123;"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN A LA SECRETARÍA DE TURISMO DEL DEPARTAMENTO DEL VALLE DEL CAUCA; MEDIANTE EL DISEÑO; COORDINACIÓN Y EJECUCIÓN DE ESTRATEGIAS DE PROMOCIÓN Y POSICIONAMIENTO DEL DESTINO VALLE DEL CAUCA; ORIENTADAS A LA PARTICIPACIÓN EN FERIAS Y EVENTOS TURÍSTICOS DE CARÁCTER NACIONAL E INTERNACIONAL; LA CAPTACIÓN DE EVENTOS Y EL DESARROLLO DE CAMPAÑAS DE PROMOCIÓN INSTITUCIONAL; EN EL MARCO DEL PROYECTO IMPLEMENTACIÓN DE ESTRATEGIAS COMPETITIVAS EN EL DESTINO TURÍSTIC";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9821163&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9405503;4181.010.26.1.417-2026;Transporte y viajes;Cali;UAE Bienes y Servicios;SANTIAGO DE CALI DISTRITO ESPECIAL- UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE BIENES Y SERVICIOS - CALI;UNIÓN TEMPORAL BLINDAMOVIL;No Definido;;;;;1400000000;0;2026-04-09;2026-04-14;2026-12-31;Selección Abreviada de Menor Cuantía;Prestación de servicios;UNSPECIFIED;0;0;0;"Contratar la prestación de servicio de transporte especializado para el Alcalde del Distrito de Santiago de Cali; el cual garantice de manera permanente y efectiva la movilidad eficaz y las medidas de protección requeridas de acuerdo con el nivel de riesgo diagnosticado para el mandatario; en función de las actividades públicas; administrativas e institucionales propias de su cargo; conforme a las condiciones técnicas establecidas para tal finalidad";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10058362&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"Formación en competencias laborales; UNSPSC de eventos mal asignado";A;CO1.PCCNTR.9467849;No 4171.010.27.1.002-2026;Logística y eventos;Cali;Desarrollo Económico;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO ECONOMICO;ASOCIACION ANTONIO MACEO Y GRAJALES;NIT;;;;;1360190066;0;2026-05-07;2026-05-15;2026-10-31;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.80141607;0;0;0;"Aunar esfuerzos técnicos; administrativos; financieros y humanos para el desarrollo de competencias laborales a personas con vulnerabilidad laboral de las Comunas 2; 5; 14; 15 y 17 de Santiago de Cali en la vigencia 2026";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10164405&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9278135;4134.010.26.1.0261-2026;Logística y eventos|Transporte y viajes;Cali;DATIC;SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES;CORFERIAS INVERSIONES SAS;NIT;;;;;1324510000;0;2026-01-30;2026-02-16;2026-10-31;Contratación directa;Prestación de servicios;V1.90111600;1;0;0;"Contratar los servicios especializados para la planeación; organización; producción; promoción; ejecución y cierre del evento internacional Smart City Expo Cali 2026; como edición oficial del Smart City Expo World Congress";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9910106&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9499657;4148.010.27.1.0007-2026;Logística y eventos;Cali;Cultura;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE CULTURA;FUNDACION ATENEA;NIT;;;;;1312260020;0;2026-05-11;2026-05-26;2026-11-30;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.93141703;0;0;0;"Aunar esfuerzos técnicos; administrativos y financieros para fortalecer el acceso a la Cultura y formación de iniciación artística; cultural y patrimonial a las poblaciones de Primera Infancia; Juventud; Mujeres; Comunidad Diversa LGBTIQ+; Población Vulnerable y de Personas Mayores en Santiago de Cali; en desarrollo del proyecto de inversión a través del apoyo logístico; operativo y de gestión que complementen las actividades de los procesos; conforme a la ficha EBI Nº. BP-26005356; Vigencia 20";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10160812&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"Formación en competencias laborales; UNSPSC 81141601 (logística) mal asignado";A;CO1.PCCNTR.9499762;CONVENIO DE ASOCIACIÓN No 4171.010.27.1.004-2026;Logística y eventos;Cali;Desarrollo Económico;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO ECONOMICO;ASOCIACION ANTONIO MACEO Y GRAJALES;NIT;;;;;1307015628;0;2026-05-11;2026-05-28;2026-11-13;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.81141601;0;0;0;"Aunar esfuerzos técnicos; administrativos; financieros y humanos para el desarrollo de competencias laborales a personas con vulnerabilidad laboral de las comunas 3; 9; 10; 20 y el corregimiento de Hormiguero de Santiago de Cali en la vigencia 2026.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10164201&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"Asistencia técnica a proyectos de infraestructura; UNSPSC 81141601 mal asignado";A;CO1.PCCNTR.9698760;1.360.19.18-8228;Logística y eventos;Valle;Infraestructura;SECRETARIA DE INFRAESTRUCTURA - GOBERNACION DEL VALLE;INNOVATECH E.I.C.E.;NIT;;;;;1249552000;0;2026-07-22;2026-07-23;2026-12-31;Contratación directa;Otro;V1.81141601;0;0;0;"FORTALECIMIENTO A LA GESTIÓN INSTITUCIONAL DE ASISTENCIA TÉCNICA; SOCIAL Y AMBIENTAL DE LOS PROYECTOS DE LA SECRETARIA DE INFRAESTRUCTURA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10556871&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en los documentos del proceso;"CONFIRMADO con el formato de oferta economica del proceso: la Secretaría aporta $760M para 'REALIZAR SEMANA DEL PATRIMONIO', 'APOYAR ACTOS FESTIVOS Y LUDICOS' y talleres, y el aporte de la ESAL incluye 'Productor para el desarrollo de eventos', 'Apoyo para logística de invitados a semana del Patrimonio', 'Transporte para movilizar portadores a eventos culturales', 'Transporte aereo y logística de delegados' y 'Apoyo de refrigerios para el desarrollo del festival' (400 x $10.000). Es logística de eventos; los componentes de alimentación y transporte son menores ($25,5M).";A;CO1.PCCNTR.9468780;4148.010.27.1.0006-2026;Logística y eventos;Cali;Cultura;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE CULTURA;INTERNATIONAL ESD FOUNDATION;NIT;1085648429;89442857;8.2;Monto leído en el documento del expediente (RPC/CDP/ficha técnica del otrosí);1175091286;0;2026-04-24;2026-04-30;2026-12-15;Contratación régimen especial (con ofertas);Decreto 092 de 2017;V1.93141700;1;1;30;"Aunar esfuerzos técnicos; administrativos; financieros y logísticos para implementar acciones orientadas a la recuperación de la memoria; la difusión; la promoción de valores identitarios y la salvaguardia de las manifestaciones y oficios del patrimonio cultural inmaterial; con la participación de actores; portadores y grupos étnicos en Santiago de Cali de conformidad con los proyectos de inversión denominados: IMPLEMENTACIÓN DE ESTRATEGIAS ORIENTADAS A LA SALVAGUARDIA DE LAS MANIFESTACIONES Y";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10171478&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Confirmado en revisión manual;Provisión y recarga de tarjetas del MIO: transporte escolar contratado;A;CO1.PCCNTR.9158251;4143.010.26.1.0866.2026;Transporte y viajes;Cali;Educación;SECRETARIA DE EDUCACION DE CALI;UNION TEMPORAL RECAUDO Y TECNOLOGIA;NIT;;;;;1171674000;0;2026-01-27;2026-01-28;2026-12-31;Contratación directa;Prestación de servicios;V1.78111800;0;0;0;"Contratar la prestacion de servicios para la provision y recarga de tarjetas del sistema integrado de transporte masivo (MIO) con el fin de garantizar el acceso a la permanencia escolar; de conformidad con la ficha BP - 26005347 vigencia 2026.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9785519&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9441375;4172.010.26.1.122-2026;Logística y eventos;Cali;Turismo;SANTIAGO DE CALI DISTRITO ESPECIAL- SECRETARIA DE TURISMO;U.T. CorpoQ;NIT;;;;SIN ADICIÓN EN VALOR — verificado en el documento del expediente;1152546305;0;2026-04-27;2026-04-29;2026-12-31;Selección Abreviada de Menor Cuantía;Otro;UNSPECIFIED;1;1;0;"Prestar servicios como operador logístico para apoyar la organización; ejecución y materialización de eventos con vocación turística; así como la participación institucional en eventos estratégicos y la activación de los productos turísticos priorizados; de conformidad con las directrices de la Secretaría de Turismo";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10121731&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9278535;4146.010.26.1.1201.2026;Logística y eventos;Cali;Bienestar Social;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL;Corporación de Eventos, Ferias y Espectáculos de Cali;NIT;;;;;1025112987;0;2026-01-30;2026-02-04;2026-12-31;Contratación directa;Otro;V1.45111713;0;0;0;"Celebrar el contrato interadministrativo para brindar apoyo logistico en las actividades misionales de la Secretaria de Bienestar Social- Subsecretaria de Equidad de Genero; en el marco de los proyectos de inversion: BP-26005426: IMPLEMENTACION DEL ENFOQUE DE GENERO CON INTERSECCIONALIDAD EN LA ALCALDIA DISTRITAL DE SANTIAGO DE CALI; BP-26005427: FORTALECIMIENTO DEL SISTEMA DISTRITAL DE CUIDADO CUIDARTE EN EL DISTRITO DE SANTIAGO DE CALI; BP-26005428: IMPLEMENTACION DE LA ESTRATEGIA DE L";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9909995&isFromPublicArea=True&isModal=true&asPopupView=true
