incluido;revision;motivo_revision;grupo;id_contrato;referencia;categorias;territorio;dependencia;entidad;proveedor;tipo_doc_prov;valor_inicial;adicion_cuantificada;pct_adicion_sobre_inicial;fuente_adicion;valor_contrato;valor_pagado;fecha_firma;fecha_inicio;fecha_fin;modalidad;tipo_contrato;unspsc;n_modif_registradas;n_modif_publicadas;dias_extendidos_total;objeto;url_proceso
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9686672;1.210.19.13-8167;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;Viviana Martinez Garcia;Cédula de Ciudadanía;;;;;72000000;0;2026-07-18;2026-07-22;2027-03-31;Contratación directa;Prestación de servicios;V1.80111600;1;1;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA EN APOYO DEL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO: IMPLEMENTACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PARA LOS ESTABLECIMIENTOS EDUCATIVOS OFICIALES PARA MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMETNO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10541040&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9441607;4163.001.26.1.204-2026;Alimentación y catering;Cali;Gestión del Riesgo;SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE;LICITACIONES Y ASESORIAS LICCONT S.A.S.;NIT;;;;;70000000;0;2026-04-10;2026-04-23;2026-08-23;Mínima cuantía;Suministros;V1.94131602;0;0;0;"ADQUIRIR KITS DE MERCADOS PARA LA ASISTENCIA COMO AYUDA HUMANITARIA A LAS FAMILIAS AFECTADAS POR DESASTRES EN SANTIAGO DE CALI; EN DESARROLLO DEL PROYECTO DENOMINADO ACTUALIZACIÓN DE LOS INSTRUMENTOS DE RESPUESTA Y MANEJO DE DESASTRES EN SANTIAGO DE CALI; BP-26005456.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10153413&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9676127;1.210.19.13-8144;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;Yeison Rueda Maturana;Cédula de Ciudadanía;;;;;68046264;0;2026-07-17;2026-07-23;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES ESPECIALIZADOS EN EL EJE DE TRANSPARENCIA; PARA EL COMPONENTE DE COORDINACIÓN EN EL PROGRAMA DE ALIMENTACIÓN ESCOLAR DE LA SECRETARIA DE EDUCACIÓN DEPARTAMENTAL DEL VALLE DEL CAUCA; EN EL MARCO DEL PROYECTO: FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10527384&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9348067;100.8.4.419.2026;Cafetería y suministros;Cali;Concejo Distrital;CONCEJO DISTRITAL DE SANTIAGO DE CALI;CYC SUPERSERVICIOS INTEGRALES SAS;NIT;43766607;21880000;50.0;Monto leído en el documento del expediente (RPC/CDP/ficha técnica del otrosí);65646607;0;2026-02-18;2026-02-23;2026-04-07;Mínima cuantía;Prestación de servicios;V1.76111500;2;2;40;"Prestación del servicio de limpieza integral y cafetería incluyendo elementos e insumos; para las diferentes locaciones e instalaciones de la corporación Concejo Distrital de Santiago de Cali";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10006485&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9355515;1.120.19.15-6013;Transporte y viajes;Valle;Hacienda;GOBVALLE - HACIENDA;AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S.;NIT;;;;;64000000;0;2026-03-02;2026-03-11;2026-12-31;Mínima cuantía;Suministros;V1.90121502;0;0;0;"CONTRATAR EL SUMINISTRO DE TIQUETES AÉREOS - NACIONALES E INTERNACIONALES - PARA EL DESPLAZAMIENTO DE LOS FUNCIONARIOS Y/O CONTRATISTAS DEL DEPARTAMENTO ADMINISTRATIVO DE HACIENDA Y FINANZAS PÚBLICAS DEL DEPARTAMENTO DEL VALLE DEL CAUCA; EN CUMPLIMIENTO DE SUS FUNCIONES Y/O ACTIVIDADES CONTRACTUALES";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10036311&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9391127;4132.010.26.1.445-2026;Transporte y viajes;Cali;Planeación Municipal;PLANEACIÓN MUNICIPAL CALI**;K.L.T.;NIT;;;;;58740000;0;2026-03-16;2026-03-20;2026-12-31;Mínima cuantía;Prestación de servicios;V1.78111800;0;0;0;"Prestar el servicio especial de transporte terrestre en la zona urbana y rural de Santiago de Cali; en horarios flexibles diurnos y/o nocturnos; de lunes a domingo para los servidores públicos y contratistas de la Subdirección de Planificación del Territorio del Departamento Administrativo de Planeación; de conformidad con el proyecto de inversión denominado: Consolidación del sistema de información geográfica de Santiago de Cali - Ficha BP 26005244";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10078789&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9318614;1.220.19.15-5996-2026;Transporte y viajes;Valle;Salud;GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD;LOGISTICA Y GESTION DE NEGOCIOS;NIT;;;;;52000000;0;2026-02-11;2026-02-13;2026-12-31;Mínima cuantía;Suministros;V1.78111502;0;0;0;"CONTRATAR EL SUMINISTRO DE TIQUETES AÉREOS; CON EL FIN DE GARANTIZAR EL DESPLAZAMIENTO DE LOS FUNCIONARIOS DE LA SECRETARIA DEPARTAMENTAL DE SALUD; EN CUMPLIMIENTO DE LOS PROCESOS ORIENTADOS A SU MISIÓN Y EL FORTALECIMIENTO DE LA LABOR INSTITUCIONAL.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9690546&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9401706;1.250.19.15-6030;Cafetería y suministros;Valle;Desarrollo Social;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE DESARROLLO SOCIAL Y PARTICIPACION;COMERCIALIZADORA RUESAA S.A.S;NIT;;;;;50000000;0;2026-03-18;2026-03-24;2026-06-30;Mínima cuantía;Suministros;V1.44122107;0;0;0;"ADQUIRIR EL SUMINISTRO DE ELEMENTOS DE PAPELERÍA; ASEO Y CAFETERÍA NECESARIOS PARA EL DESARROLLO DE LAS FUNCIONES DE LA SECRETARÍA DE DESARROLLO; INCLUSIÓN Y PARTICIPACIÓN SOCIAL DE LA GOBERNACIÓN DEL VALLE DEL CAUCA; DE ACUERDO CON LAS ESPECIFICACIONES TÉCNICAS EXIGIDAS.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10065852&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9671842;1.210.19.13. 8149;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;Santiago.Arzuaga;Cédula de Ciudadanía;;;;;47631060;0;2026-07-16;2026-07-23;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA PARA BRINDAR APOYO EN EL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10521776&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9684917;1.210.19.13-8145;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;Kevin Steban Acevedo Colina;Cédula de Ciudadanía;;;;;47631060;0;2026-07-17;2026-07-23;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA PARA BRINDAR APOYO EN EL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10538482&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9686831;1.210.19.13-8146;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;MARIA ANGELICA CABALLERO QUIÑONEZ;Cédula de Ciudadanía;;;;;47631060;0;2026-07-18;2026-07-22;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;1;1;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA PARA BRINDAR APOYO EN EL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10541007&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9686957;1.210.19.13-8147;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;Lina Marcela Ramirez Sanclemente;Cédula de Ciudadanía;;;;;47631060;0;2026-07-18;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA PARA BRINDAR APOYO EN EL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10541312&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9687218;1.210.19.13-8151;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;Carlos Alberto Rios Palomino;Cédula de Ciudadanía;;;;;47631060;0;2026-07-18;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE FINANCIACIÓN EN APOYO DEL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10541517&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9687219;1.210.19.13-8150;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;JULIO CESAR AGUDELO PEREZ;Cédula de Ciudadanía;;;;;47631060;0;2026-07-20;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE FINANCIACIÓN EN APOYO DEL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10541608&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9688178;1.210.19.13-8170;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;ANDRES FELIPE ESCOBAR REINA;Cédula de Ciudadanía;;;;;47631060;0;2026-07-20;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA PARA BRINDAR APOYO EN EL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10542092&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9688487;1.210.19.13-8153;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;CARMEN CECILIA VASQUEZ DE GARCIA;Cédula de Ciudadanía;;;;;47631060;0;2026-07-20;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE CALIDAD E INOCUIDAD Y ALIMENTACIÓN SALUDABLE SOSTENIBLE PARA BRINDAR APOYO AL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO: FORTALECIMIENTO A LA PERMANECÍA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10542182&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9689796;1.210.19.13-8152;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;Oscar Armando Cadavid López;Cédula de Ciudadanía;;;;;47631060;0;2026-07-20;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE FINANCIACIÓN EN APOYO DEL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10544463&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"CPS profesional en gestión administrativa; UNSPSC 78111600 (transporte) mal asignado";B;CO1.PCCNTR.8869878;1.210.19.13.3021;Transporte y viajes;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;LUZ DORIAN CRUZ VALDES;Cédula de Ciudadanía;;;;;46200000;0;2026-01-14;2026-01-19;2026-06-30;Contratación directa;Prestación de servicios;V1.78111600;0;0;0;PRESTAR LOS SERVICIOS COMO PROFESIONAL ESPECIALIZADO DENTRO DEL PROYECTO: MANTENIMIENTO DE LA GESTIÓN ADMINISTRATIVA EN LA SECRETARÍA DE EDUCACIÓN DEL VALLE DEL CAUCA;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9500283&isFromPublicArea=True&isModal=true&asPopupView=true
NO;Descartado en revisión manual;"CPS profesional en gestión administrativa; UNSPSC 78111600 mal asignado";B;CO1.PCCNTR.8870077;1.210.19.13.3027;Transporte y viajes;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;MARCELA TOVAR LEÓN;Cédula de Ciudadanía;;;;;46200000;0;2026-01-14;2026-01-19;2026-06-30;Contratación directa;Prestación de servicios;V1.78111600;0;0;0;PRESTAR LOS SERVICIOS COMO PROFESIONAL DENTRO DEL PROYECTO: MANTENIMIENTO DE LA GESTIÓN ADMINISTRATIVA EN LA SECRETARÍA DE EDUCACIÓN DEL VALLE DEL CAUCA;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9500088&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.8913646;1.110.19.13.4859;Logística y eventos;Valle;Planeación;GOBERNACION DEL VALLE DEL CAUCA - DEPARTAMENTO ADMINISTRATIVO DE PLANEACION;Jefferson Daniel Velasco Martinez;Cédula de Ciudadanía;;;;;46200000;0;2026-01-17;2026-01-22;2026-06-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;Prestar servicios Profesionales en el Departamento Administrativo de Planeacion como ingeniero industrial especialista en gerencia logistica integral en el desarrollo del proyecto denominado Actualización del Sistema de Gestión de la Administración Central de la Gobernacion del Valle del Cauca;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9546856&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9687135;1.210.19.13-8168;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;Karol Isabella Flórez Hurtado;Cédula de Ciudadanía;;;;;45000000;0;2026-07-18;2026-07-27;2027-03-31;Contratación directa;Prestación de servicios;V1.80111600;1;1;91;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA EN APOYO DEL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO: IMPLEMENTACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PARA LOS ESTABLECIMIENTOS EDUCATIVOS OFICIALES PARA MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMETNO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10541135&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9404204;1.210.19.15-6031;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;GEOCAPITAL S.A.;NIT;;;;;43864696;0;2026-03-18;2026-04-06;2026-12-30;Contratación régimen especial;Suministros;V1.93131600;0;0;0;"Celebrar en el Mercado de Compras Públicas -MCP- de la Bolsa Mercantil de Colombia S.A.-BMC-. la negociación o negociaciones necesarias para la Prestación del servicio y ejecución del Programa de Alimentación Escolar (PAE) con destino a los niños; niñas; adolescentes y jóvenes focalizados y registrados en el Sistema Integrado de Matrícula (SIMAT) como estudiantes oficiales de las Instituciones Educativas Oficiales de los municipios no certificados del Departamento del Valle del Cauca.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10136017&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;A;CO1.PCCNTR.9501967;1.260.19.15-6061;Cafetería y suministros;Valle;Mujer y Equidad de Género;GOBERNACION DEL VALLE- SECRETARIA DE MUJER, EQUIDAD DE GENERO Y DIVERSIDAD SEXUAL;COMERCIALIZADORA RUESAA S.A.S;NIT;;;;;41009597;0;2026-05-11;2026-05-11;2026-10-31;Mínima cuantía;Suministros;V1.44121701;0;0;0;"SUMINISTRO DE ELEMENTOS DE CAFETERÍA; PAPELERÍA; ARTÍCULOS DE OFICINA Y ASEO PARA LA SECRETARIA DE MUJER; EQUIDAD DE GÉNERO Y DIVERSIDAD SEXUAL; DE ACUERDO A LAS ESPECIFICACIONES TÉCNICAS EXIGIDAS";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10247256&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9211730;1.210.19.13-5900;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;JOSE LEONARDO LLANO ALVAREZ;Cédula de Ciudadanía;;;;;34023132;22682088;2026-01-28;2026-01-30;2026-06-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA PARA BRINDAR APOYO EN EL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9842399&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9687307;1.210.19.13-8161;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;JOSE LEONARDO LLANO ALVAREZ;Cédula de Ciudadanía;;;;;34023132;0;2026-07-18;2026-07-23;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA PARA BRINDAR APOYO EN EL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10541433&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9688491;1.210.19.13-8157;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;NELO VILLADA;Cédula de Ciudadanía;;;;;34023132;0;2026-07-20;2026-07-23;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE COBERTURA PARA BRINDAR APOYO AL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10542602&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9688493;1.210.19.13-8158;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;LUIS FERNANDO RECAMAN CARVAJAL;Cédula de Ciudadanía;;;;;34023132;0;2026-07-20;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE CALIDAD E INOCUIDAD Y ALIMENTACIÓN SALUDABLE SALUDABLE SOSTENIBLE PARA BRINDAR APOYO AL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO: FORTALECIMIENTO A LA PERMANECÍA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10542490&isFromPublicArea=True&isModal=true&asPopupView=true
SI;Evidencia alta, no requirió revisión;;B;CO1.PCCNTR.9688496;1.210.19.13-8159;Alimentación y catering;Valle;Educación;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;MARIA FERNANDA GARCIA LOPEZ;Cédula de Ciudadanía;;;;;34023132;0;2026-07-20;2026-07-24;2026-12-30;Contratación directa;Prestación de servicios;V1.80111600;0;0;0;"PRESTACION DE SERVICIOS PROFESIONALES EN EL EJE DE TRANSPARENCIA PARA BRINDAR APOYO EN EL PROGRAMA DE ALIMENTACION ESCOLAR DE LA SECRETARIA DE EDUCACION DEPARTAMENTAL; EN EL MARCO DEL PROYECTO FORTALECIMIENTO A LA PERMANENCIA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS 34 MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL VALLE DEL CAUCA.";https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10542495&isFromPublicArea=True&isModal=true&asPopupView=true
